ID,Level,X Coordinate,Y Coordinate,Mode,Zone,Biome,Chroma,???
8649,13,2,18,Terrain,Nightrose,59,Flow,30269
8650,14,3,17,Terrain,Mirage,21,Hyper,52435
8651,4,14,6,Terrain,Kairo,53,Flow,36379
8652,14,32,40,Terrain,Holo,35,Flow,52535
8653,13,28,36,Terrain,Grove,63,Flow,44152
8654,13,8,19,Terrain,Grove,62,Pulse,29089
8655,14,44,44,Terrain,Riso,32,Flow,35817
8656,14,42,18,Terraform,Holo,45,Flow,33129
8657,7,12,7,Terrain,Jadeite,25,Flow,38878
8658,14,44,33,Terrain,Hyphae,80,Pulse,26107
8659,13,8,8,Terrain,Nightrose,58,Hyper,40325
8660,10,12,28,Terrain,[SEP],72,Pulse,41512
8661,13,34,21,Terrain,Hypermage,47,Flow,49204
8662,6,8,7,Terrain,Toad,29,Flow,35666
8663,7,11,19,Terrain,Intro Forest,21,Hyper,48088
8664,7,4,17,Terrain,Jadeite,75,Flow,50187
8665,14,40,40,Terrain,Shiro,71,Hyper,43193
8666,13,6,34,Terrain,Mecha,63,Flow,33851
8667,11,26,9,Terrain,[DARK],21,Hyper,28413
8668,13,19,23,Terrain,Nightrose,49,Flow,31122
8669,12,10,8,Terrain,Palace,23,Pulse,42543
8670,15,5,8,Terrain,Venmon,37,Flow,39509
8671,14,25,46,Terrain,Exduo,22,Flow,53576
8672,13,28,32,Terrain,Nightrose,37,Pulse,41447
8673,13,7,26,Terrain,Grove,9,Pulse,21679
8674,13,11,43,Terrain,Nightrose,54,Pulse,22387
8675,11,28,16,Terrain,[DARK],82,Flow,44156
8676,13,20,42,Terrain,Dynacrypts,42,Flow,30335
8677,15,20,6,Terrain,Venmon,33,Flow,47314
8678,8,21,0,Terrain,Calyx,64,Flow,42137
8679,16,17,23,Terrain,Uwo,50,Hyper,30429
8680,13,46,20,Terrain,Hypermage,44,Pulse,33872
8681,14,20,28,Terrain,Exduo,2,Flow,28934
8682,15,12,13,Terrain,pfpfpfpbbx80,56,Hyper,53184
8683,14,3,41,Terrain,Holo,42,Pulse,29398
8684,5,7,2,Terrain,Royal,88,Pulse,45009
8685,7,5,4,Terrain,Mt Zuka,48,Flow,53289
8686,11,30,22,Terrain,[DARK],36,Pulse,35606
8687,7,8,16,Terrain,Zerinia,12,Hyper,47786
8688,14,41,40,Terrain,Shiro,54,Flow,51456
8689,6,0,5,Terrain,Bubble,4,Hyper,48291
8690,14,38,4,Terrain,Radiant,33,Hyper,40791
8691,15,7,10,Terrain,Blushing,70,Flow,43324
8692,11,24,19,Terrain,[DARK],52,Flow,51641
8693,11,3,9,Terrain,[WEN],52,Pulse,18326
8694,8,9,1,Terrain,Kippsun,61,Flow,44910
8695,14,27,14,Terrain,Holo,3,Flow,22276
8696,18,6,0,Terrain,Alto,83,Pulse,50242
8697,13,42,20,Terrain,Hypermage,75,Flow,48626
8698,11,28,5,Terrain,[SOON],25,Flow,26197
8699,14,10,20,Terrain,Holo,49,Flow,35979
8700,8,9,22,Terrain,Calyx,29,Flow,51358
8701,5,13,14,Terrain,Royal,57,Hyper,44822
8702,14,16,38,Terrain,Exduo,49,Flow,36137
8703,5,12,4,Terrain,Tetsu,87,Flow,41129
8704,7,19,2,Terrain,Intro Forest,22,Pulse,32960
8705,15,12,16,Terrain,Venmon,43,Flow,40759
8706,7,5,20,Terrain,Intro Forest,8,Flow,39035
8707,14,9,46,Terrain,Holo,61,Pulse,39338
8708,16,23,3,Terrain,Blossom,53,Pulse,51981
8709,14,29,36,Terrain,Holo,48,Flow,20062
8710,14,0,22,Terrain,Mirage,48,Flow,23719
8711,13,33,8,Terrain,Nightrose,49,Flow,815
8712,15,5,0,Terrain,Blushing,44,Pulse,26046
8713,6,10,19,Terrain,Ender,35,Flow,34105
8714,11,25,25,Terrain,[MENU],12,Flow,41822
8715,14,14,34,Terrain,Exduo,50,Flow,47928
8716,14,9,16,Terrain,Holo,35,Flow,45614
8717,10,6,4,Terrain,[YUNA],21,Flow,40963
8718,10,19,24,Daydream,[HYCA],13,Pulse,34412
8719,8,23,3,Terrain,Akileaf,60,Pulse,24455
8720,13,10,20,Terrain,Mecha,54,Pulse,52609
8721,14,12,44,Terrain,Holo,47,Flow,46082
8722,3,6,1,Terrain,Kairo,19,Hyper,53478
8723,7,19,1,Terrain,Jadeite,19,Flow,42154
8724,6,20,11,Terrain,Ender,39,Flow,25630
8725,14,9,10,Terrain,Hyphae,33,Flow,18679
8726,11,28,17,Terrain,[DARK],1,Flow,42132
8727,14,16,1,Terrain,Shiro,26,Flow,47481
8728,11,16,8,Daydream,[MENU],8,Flow,32012
8729,10,17,1,Terrain,[SUN],23,Flow,37213
8730,16,16,12,Terrain,Greysunn,53,Flow,51797
8731,11,17,23,Terrain,[MENU],7,Flow,30936
8732,13,34,12,Terrain,Arc,51,Flow,42230
8733,13,44,8,Terrain,Dynacrypts,46,Pulse,45685
8734,8,0,5,Terrain,Everglades,44,Flow,44445
8735,13,37,41,Terrain,Valeria,64,Flow,32406
8736,12,9,2,Terrain,Palace,7,Flow,29132
8737,11,7,22,Terrain,[BLOOD],72,Flow,28388
8738,17,4,13,Terrain,Alto,11,Pulse,43918
8739,14,36,17,Terrain,Hyphae,24,Flow,46491
8740,12,3,5,Terrain,Palace,33,Flow,33354
8741,13,3,29,Terrain,Arc,7,Hyper,32432
8742,10,2,24,Terrain,[SUN],51,Pulse,35235
8743,13,11,18,Terrain,Nightrose,53,Flow,26953
8744,8,18,4,Terrain,Everglades,34,Flow,22637
8745,11,12,20,Terrain,[BOSS],89,Flow,38411
8746,6,14,18,Terrain,Toad,33,Flow,53235
8747,9,12,5,Terrain,Aria,86,Hyper,36844
8748,7,21,19,Terrain,First Earth,58,Flow,32113
8749,10,4,28,Terrain,[SEP],59,Flow,21718
8750,14,0,36,Terrain,Hyphae,25,Pulse,53613
8751,14,45,6,Terrain,Holo,29,Flow,50352
8752,15,9,10,Terrain,pfpfpfpbbx80,42,Hyper,52187
8753,11,20,24,Terrain,[BLOOD],67,Flow,39357
8754,14,14,40,Terrain,Riso,60,Flow,29332
8755,10,1,4,Terrain,[NEON],69,Flow,38179
8756,14,10,29,Terrain,Riso,58,Hyper,37560
8757,16,6,22,Terrain,Uwo,53,Flow,46139
8758,13,27,31,Terraform,Hypermage,59,Pulse,51385
8759,7,1,14,Terrain,First Earth,16,Hyper,51623
8760,6,16,9,Daydream,Ender,39,Flow,35907
8761,14,1,7,Terrain,Holo,4,Flow,41922
8762,5,7,9,Terrain,Royal,84,Pulse,36247
8763,4,9,9,Terrain,Kairo,51,Flow,47970
8764,14,24,15,Terrain,Holo,32,Flow,39098
8765,6,3,4,Terrain,Angel,44,Pulse,45988
8766,14,21,5,Terrain,Holo,55,Pulse,33752
8767,14,26,10,Terrain,Riso,46,Pulse,50874
8768,13,47,1,Terrain,Nightrose,80,Pulse,46279
8769,14,28,36,Terrain,Holo,49,Pulse,14074
8770,10,12,15,Terrain,[MOON],17,Flow,45662
8771,13,0,8,Terrain,Grove,52,Pulse,27233
8772,19,7,2,Terrain,Alto,9,Flow,53387
8773,13,2,19,Terrain,Grove,33,Flow,44641
8774,7,9,7,Terrain,Jadeite,52,Flow,25159
8775,10,19,17,Daydream,[HYCA],88,Flow,33697
8776,16,21,8,Terrain,Mould,48,Flow,43837
8777,11,15,7,Daydream,[BOSS],83,Pulse,50459
8778,17,2,12,Terrain,Alto,50,Pulse,53857
8779,14,40,29,Terrain,Riso,47,Flow,23338
8780,13,36,22,Terrain,Arc,67,Pulse,41986
8781,13,34,33,Terrain,Arc,24,Flow,52077
8782,7,22,10,Terrain,Mt Zuka,29,Flow,51466
8783,8,3,20,Terrain,Cradle,64,Pulse,44487
8784,14,39,11,Terrain,Hyphae,46,Pulse,23391
8785,16,12,19,Terrain,Ouallada,44,Flow,28373
8786,10,21,9,Terrain,[NEON],44,Pulse,46362
8787,15,21,1,Terrain,pfpfpfpbbx80,75,Flow,40019
8788,15,2,2,Terrain,Linosim,50,Flow,30629
8789,7,11,15,Terrain,Intro Forest,13,Flow,53714
8790,13,44,34,Terrain,Dynacrypts,80,Flow,47285
8791,13,0,3,Terrain,Nightrose,33,Pulse,41308
8792,14,33,28,Terrain,Riso,75,Flow,44381
8793,10,12,11,Terrain,[HYCA],60,Pulse,14568
8794,15,23,14,Terrain,Linosim,53,Pulse,22217
8795,10,21,19,Terrain,[SEP],16,Pulse,14448
8796,15,21,12,Terrain,pfpfpfpbbx80,0,Hyper,33523
8797,7,4,8,Terrain,Mt Zuka,9,Hyper,44986
8798,8,21,15,Terrain,Everglades,0,Flow,32920
8799,10,8,23,Terrain,[YUNA],43,Flow,51582
8800,13,46,1,Terrain,Hypermage,48,Flow,53533
8801,8,11,16,Terrain,Akileaf,62,Flow,46785
8802,8,0,16,Terrain,Calyx,65,Pulse,31396
8803,14,16,15,Terrain,Mirage,33,Flow,47017
8804,15,10,8,Terrain,Shahra,44,Pulse,45765
8805,11,22,31,Terrain,[DARK],2,Flow,44889
8806,16,19,22,Terrain,Greysunn,62,Flow,34602
8807,7,20,19,Terrain,Zerinia,56,Pulse,49221
8808,12,12,1,Terrain,Muxtai X1,3,Pulse,48301
8809,10,21,21,Terrain,[SEP],28,Flow,44218
8810,13,27,37,Terrain,Grove,72,Pulse,48180
8811,14,15,39,Terrain,Exduo,72,Pulse,30742
8812,15,21,9,Terrain,Blushing,52,Flow,46388
8813,7,4,6,Terrain,Mt Zuka,31,Pulse,21091
8814,13,3,35,Terrain,Grove,34,Pulse,45334
8815,10,16,3,Terrain,[SEP],29,Flow,25789
8816,5,0,2,Terrain,Tetsu,89,Flow,47363
8817,11,12,18,Terrain,[BOSS],14,Flow,51910
8818,12,4,5,Terrain,Palace,2,Pulse,35932
8819,17,3,4,Terrain,Alto,81,Hyper,46466
8820,8,1,12,Terrain,Akileaf,3,Flow,53633
8821,7,18,9,Terrain,Mt Zuka,50,Pulse,13469
8822,16,14,8,Terrain,Uwo,34,Pulse,23622
8823,13,33,20,Terrain,Hypermage,42,Flow,48947
8824,11,29,19,Terrain,[BOSS],31,Hyper,25476
8825,7,1,3,Terrain,Zerinia,52,Flow,47603
8826,9,7,5,Terrain,Wastelands,83,Flow,39055
8827,13,41,47,Terrain,Aetherking,63,Pulse,52707
8828,6,13,14,Terrain,Angel,17,Flow,39348
8829,16,2,21,Terrain,Uwo,1,Flow,30374
8830,13,27,11,Terrain,Grove,57,Hyper,39003
8831,8,8,3,Terrain,Everglades,19,Hyper,40432
8832,13,20,20,Terrain,Grove,57,Flow,52341
8833,8,22,0,Daydream,Akileaf,31,Pulse,50428
8834,14,6,33,Terrain,Mirage,35,Flow,49625
8835,10,16,27,Terrain,[CUR2],63,Pulse,42929
8836,5,3,15,Terrain,Royal,89,Flow,38389
8837,13,32,29,Terrain,Arc,57,Flow,49979
8838,11,19,17,Terrain,[MENU],49,Flow,25907
8839,10,5,12,Terrain,[SEP],85,Flow,45954
8840,16,21,22,Terrain,Greysunn,45,Pulse,42460
8841,13,10,13,Terrain,Hypermage,52,Flow,43961
8842,13,24,17,Terrain,Grove,56,Flow,30624
8843,10,20,7,Terrain,[CUR2],27,Pulse,36274
8844,11,16,12,Terrain,[DARK],31,Flow,43753
8845,15,13,4,Terrain,pfpfpfpbbx80,56,Flow,42212
8846,7,16,16,Terrain,Intro Forest,47,Hyper,41960
8847,11,25,4,Terrain,[MENU],44,Pulse,45228
8848,13,0,35,Terrain,Nightrose,57,Flow,13356
8849,4,0,11,Terrain,Kairo,0,Flow,28224
8850,5,4,8,Terrain,Tetsu,86,Pulse,43440
8851,15,18,14,Terrain,pfpfpfpbbx80,57,Pulse,36018
8852,11,28,10,Terrain,[BLOOD],69,Pulse,44058
8853,6,13,18,Terrain,Bubble,4,Pulse,38624
8854,14,18,22,Terrain,Holo,72,Flow,52303
8855,15,17,0,Terrain,Avidana,26,Pulse,36219
8856,13,42,11,Terrain,Hypermage,22,Flow,40637
8857,10,19,20,Terrain,[YUNA],14,Flow,22366
8858,17,2,13,Terrain,Alto,79,Flow,35676
8859,13,36,1,Terrain,Hypermage,64,Flow,50720
8860,10,31,17,Daydream,[MOON],15,Flow,36868
8861,3,1,7,Terrain,Kairo,44,Flow,28530
8862,13,11,30,Terrain,Mecha,58,Flow,34530
8863,6,19,4,Terrain,Ender,23,Flow,13739
8864,10,9,2,Terrain,[HYCA],25,Flow,40638
8865,6,6,12,Terrain,Toad,33,Pulse,44484
8866,14,3,26,Terrain,Hyphae,38,Flow,46038
8867,13,18,16,Terrain,Hypermage,9,Flow,51689
8868,8,16,4,Terrain,Kippsun,33,Pulse,46333
8869,14,44,45,Terrain,Exduo,51,Flow,35368
8870,14,5,33,Terrain,Mirage,56,Pulse,44099
8871,10,21,5,Terrain,[NEON],33,Flow,47406
8872,3,0,6,Terrain,Kairo,51,Flow,36282
8873,16,20,8,Terrain,Ouallada,22,Hyper,23669
8874,14,47,2,Terrain,Shiro,29,Flow,34726
8875,11,30,1,Terrain,[BLOOD],49,Hyper,43859
8876,13,32,39,Terrain,Hypermage,59,Pulse,44247
8877,13,19,33,Terrain,Arc,31,Flow,23175
8878,12,14,8,Terrain,Palace,37,Flow,25041
8879,12,2,15,Terrain,Palace,18,Flow,53411
8880,13,12,32,Terrain,Mecha,62,Pulse,41831
8881,14,21,12,Terrain,Mirage,40,Flow,31389
8882,15,8,4,Terrain,Linosim,55,Flow,46751
8883,14,45,16,Terrain,Holo,44,Flow,50963
8884,14,9,18,Terrain,Holo,2,Pulse,50724
8885,5,11,12,Terrain,Xleph,5,Flow,25020
8886,13,17,3,Terrain,Hypermage,5,Flow,34535
8887,13,4,32,Terrain,Nightrose,45,Pulse,31647
8888,13,34,34,Terrain,Hypermage,59,Flow,53819
8889,5,9,4,Terrain,Royal,83,Pulse,53190
8890,15,17,14,Terrain,pfpfpfpbbx80,71,Flow,23599
8891,7,20,21,Terrain,Zerinia,46,Pulse,40733
8892,14,5,28,Daydream,Hyphae,46,Flow,23689
8893,13,16,46,Terrain,Hypermage,54,Flow,25003
8894,8,15,12,Terrain,Calyx,27,Flow,32181
8895,16,15,17,Terrain,Greysunn,53,Flow,25597
8896,13,0,42,Terrain,Mecha,64,Flow,17410
8897,14,32,7,Terrain,Warp,34,Flow,38709
8898,14,7,12,Terrain,Hyphae,49,Flow,27295
8899,13,8,38,Terrain,Mecha,37,Flow,52674
8900,14,12,36,Terrain,Riso,62,Hyper,39208
8901,6,17,10,Terrain,Ender,25,Pulse,52481
8902,16,5,21,Terrain,Uwo,61,Pulse,46237
8903,10,15,11,Terrain,[CUR2],44,Flow,53619
8904,13,18,4,Terrain,Nightrose,61,Flow,30906
8905,6,18,18,Terrain,Bubble,21,Flow,28922
8906,8,1,0,Terrain,Promiselands,40,Flow,51567
8907,13,31,39,Terrain,Nightrose,32,Flow,35733
8908,6,21,13,Terrain,Ender,21,Pulse,53994
8909,8,0,6,Terrain,Kippsun,18,Flow,40090
8910,13,8,1,Terrain,Arc,58,Pulse,53156
8911,15,12,4,Terrain,Pepo,72,Flow,41312
8912,5,3,3,Terrain,Xleph,85,Flow,43045
8913,14,39,17,Terrain,Shiro,62,Hyper,37285
8914,13,21,11,Terrain,Nightrose,63,Pulse,38247
8915,16,5,12,Terrain,Mould,70,Flow,40058
8916,14,7,22,Terrain,Holo,22,Pulse,51072
8917,8,3,17,Terrain,Promiselands,64,Flow,33497
8918,13,22,19,Terrain,Mecha,33,Hyper,48039
8919,14,6,4,Terrain,Exduo,34,Flow,49707
8920,14,39,8,Terrain,Riso,52,Pulse,46025
8921,13,13,33,Terrain,Mecha,56,Pulse,35655
8922,18,6,3,Terrain,Alto,85,Flow,29477
8923,10,6,26,Terrain,[SUN],48,Flow,19952
8924,5,0,0,Terrain,Xleph,91,Flow,28329
8925,14,38,44,Terrain,Mirage,27,Flow,43923
8926,13,43,46,Terrain,Dynacrypts,34,Flow,47778
8927,9,13,11,Terrain,Dhampir,57,Flow,30187
8928,14,31,27,Terrain,Riso,40,Flow,41469
8929,14,15,0,Terrain,Shiro,1,Hyper,31782
8930,10,4,12,Terrain,[SEP],58,Flow,41112
8931,10,23,20,Terrain,[NOV],18,Flow,53477
8932,11,0,11,Terrain,[BOSS],73,Flow,50767
8933,12,8,15,Terrain,Muxtai X1,53,Flow,37549
8934,14,38,3,Terrain,Exduo,47,Hyper,47032
8935,11,20,31,Terrain,[DARK],4,Flow,29141
8936,10,12,4,Terrain,[YUNA],46,Flow,50193
8937,8,22,12,Terrain,Cradle,27,Pulse,52542
8938,11,13,7,Terrain,[BLOOD],69,Flow,32643
8939,14,37,14,Terrain,Hyphae,33,Pulse,24377
8940,11,8,8,Terrain,[BLOOD],58,Pulse,45425
8941,11,25,30,Terrain,[BLOOD],84,Flow,30139
8942,7,18,19,Terrain,Intro Forest,49,Flow,21889
8943,13,42,15,Terrain,Nightrose,50,Flow,17678
8944,17,13,10,Terrain,Alto,87,Pulse,52627
8945,12,9,3,Daydream,Muxtai X1,20,Flow,16714
8946,13,19,40,Terrain,Arc,44,Flow,31063
8947,6,3,22,Terrain,Bubble,34,Pulse,44306
8948,4,14,5,Terrain,Kairo,57,Hyper,37967
8949,13,31,25,Terrain,Hypermage,68,Flow,40310
8950,7,8,10,Terrain,First Earth,60,Pulse,37091
8951,13,28,33,Terrain,Nightrose,40,Flow,40278
8952,10,27,21,Terrain,[YUNA],53,Flow,43895
8953,17,6,8,Terrain,Alto,7,Flow,51612
8954,13,5,3,Terrain,Nightrose,21,Flow,50532
8955,7,20,16,Terrain,Intro Forest,32,Flow,35470
8956,14,28,32,Terrain,Holo,27,Pulse,36909
8957,16,14,6,Terrain,Mould,69,Pulse,34410
8958,9,11,7,Terrain,Aria,89,Flow,30404
8959,15,15,19,Terrain,Venmon,31,Flow,39355
8960,10,11,4,Terrain,[YUNA],51,Flow,42399
8961,7,14,3,Terrain,Mt Zuka,55,Hyper,47985
8962,13,10,37,Terrain,Mecha,23,Flow,23127
8963,17,12,4,Terrain,Alto,65,Pulse,41224
8964,13,34,41,Terrain,Dynacrypts,62,Flow,16399
8965,12,13,14,Terrain,Muxtai X1,32,Flow,40161
8966,14,3,12,Terrain,Warp,25,Flow,37727
8967,13,25,46,Terrain,Arc,50,Flow,42174
8968,13,14,42,Terrain,Nightrose,35,Flow,39862
8969,14,42,42,Terrain,Hyphae,44,Flow,7895
8970,13,9,32,Terrain,Mecha,72,Pulse,52532
8971,9,13,12,Terrain,Dhampir,90,Pulse,48123
8972,13,28,6,Terrain,Mecha,60,Flow,51782
8973,5,9,14,Terrain,Royal,64,Flow,44108
8974,7,1,10,Terrain,Intro Forest,8,Flow,40233
8975,14,47,6,Terrain,Holo,72,Flow,31477
8976,7,19,18,Terrain,Zerinia,56,Flow,40721
8977,11,24,0,Terrain,[DARK],24,Flow,51623
8978,17,11,14,Terrain,Alto,78,Flow,26146
8979,14,39,15,Terrain,Shiro,34,Flow,28648
8980,18,3,7,Terrain,Alto,87,Flow,39513
8981,10,28,3,Terrain,[MOON],89,Pulse,30659
8982,10,22,15,Terrain,[CUR2],48,Flow,37043
8983,9,6,11,Terrain,Dhampir,88,Flow,40789
8984,17,5,4,Terrain,Alto,8,Flow,32965
8985,6,8,18,Terrain,Ender,35,Flow,43442
8986,16,13,18,Terrain,Mould,47,Flow,51506
8987,14,38,34,Terrain,Mirage,34,Pulse,44455
8988,14,17,37,Terrain,Exduo,51,Flow,47705
8989,13,29,7,Terrain,Mecha,66,Flow,40910
8990,14,12,25,Terrain,Riso,43,Pulse,47013
8991,8,13,16,Terrain,Akileaf,72,Flow,22897
8992,13,34,20,Terrain,Hypermage,62,Flow,53315
8993,7,0,21,Terrain,Zerinia,49,Flow,53870
8994,10,29,25,Terrain,[SEP],46,Flow,31211
8995,6,19,20,Terrain,Bubble,17,Flow,31952
8996,7,1,7,Terrain,Intro Forest,47,Hyper,48954
8997,11,14,25,Terrain,[MENU],30,Flow,48019
8998,14,18,13,Terrain,Shiro,47,Hyper,47714
8999,14,8,6,Terrain,Exduo,59,Pulse,42131
9000,10,18,7,Terrain,[HYCA],49,Pulse,36595
9001,13,45,12,Terrain,Nightrose,34,Flow,32359
9002,13,21,10,Terrain,Grove,69,Flow,24769
9003,10,20,1,Terrain,[SEP],23,Flow,50638
9004,15,19,15,Terrain,Pepo,48,Flow,28072
9005,10,20,29,Terrain,[NEON],47,Flow,34106
9006,14,23,47,Terrain,Exduo,21,Flow,52762
9007,17,0,2,Terrain,Alto,79,Flow,48999
9008,7,5,11,Terrain,Mt Zuka,46,Pulse,34222
9009,14,41,26,Daydream,Exduo,53,Pulse,40882
9010,6,8,9,Terrain,Toad,13,Flow,48697
9011,17,1,0,Terrain,Alto,0,Flow,35102
9012,16,2,2,Terrain,Treasure,22,Hyper,52288
9013,7,0,7,Terrain,Jadeite,13,Pulse,41338
9014,13,28,22,Terrain,Mecha,39,Pulse,28416
9015,13,8,42,Terrain,Grove,75,Flow,45701
9016,13,18,44,Terrain,Dynacrypts,0,Flow,39224
9017,11,0,18,Terrain,[BLOOD],55,Flow,38586
9018,10,5,10,Terrain,[SUN],52,Flow,45695
9019,13,12,36,Terrain,Mecha,31,Flow,44850
9020,10,30,4,Terrain,[NEON],28,Flow,48232
9021,14,34,35,Terrain,Shiro,58,Flow,49871
9022,14,10,31,Terrain,Riso,50,Flow,52778
9023,13,22,44,Terrain,Dynacrypts,58,Flow,31572
9024,10,0,28,Terrain,[HYCA],49,Flow,44604
9025,8,2,16,Terrain,Akileaf,31,Flow,16961
9026,13,3,16,Terrain,Hypermage,55,Flow,12865
9027,11,27,8,Terrain,[DARK],29,Flow,31504
9028,11,5,19,Terrain,[WEN],33,Pulse,44199
9029,8,16,6,Terrain,Akileaf,64,Hyper,13624
9030,12,12,14,Terrain,Muxtai X1,3,Flow,26080
9031,11,23,12,Terrain,[WEN],28,Hyper,49080
9032,10,1,18,Terrain,[CUR2],63,Flow,26574
9033,13,5,14,Terrain,Hypermage,44,Pulse,24304
9034,14,19,15,Terrain,Hyphae,49,Flow,35609
9035,10,12,21,Terrain,[NEON],2,Pulse,38570
9036,13,24,8,Terrain,Mecha,45,Pulse,49232
9037,14,20,0,Terrain,Holo,55,Pulse,33810
9038,13,17,6,Terrain,Nightrose,47,Flow,16339
9039,13,9,39,Terrain,Mecha,53,Pulse,44867
9040,13,7,3,Terrain,Hypermage,39,Pulse,45663
9041,14,4,7,Terrain,Holo,37,Pulse,30438
9042,11,13,21,Terrain,[DARK],57,Pulse,46585
9043,7,17,5,Terrain,Jadeite,44,Flow,46021
9044,14,31,0,Terrain,Mirage,48,Flow,51502
9045,14,21,16,Terrain,Exduo,3,Hyper,46939
9046,13,2,15,Terrain,Hypermage,27,Flow,17668
9047,4,7,10,Terrain,Kairo,58,Flow,41466
9048,13,43,0,Terrain,Arc,62,Flow,41203
9049,14,1,46,Daydream,Riso,38,Flow,45514
9050,17,5,5,Daydream,Alto,31,Flow,35745
9051,14,19,4,Daydream,Holo,42,Pulse,30728
9052,13,39,46,Daydream,Valeria,43,Flow,37754
9053,11,16,23,Daydream,[MENU],65,Flow,11970
9054,8,9,8,Terrain,Cradle,0,Flow,41868
9055,11,7,6,Terrain,[WEN],68,Pulse,18588
9056,7,7,11,Terrain,Mt Zuka,0,Pulse,48439
9057,17,14,3,Terrain,Alto,72,Flow,48634
9058,14,6,40,Terrain,Holo,53,Pulse,49745
9059,6,21,10,Daydream,Ender,28,Flow,53671
9060,15,14,16,Terrain,Blushing,39,Flow,53183
9061,15,23,18,Terrain,Avidana,0,Flow,43467
9062,10,25,30,Terrain,[HYCA],48,Flow,49826
9063,6,18,16,Terrain,Mori,46,Pulse,49229
9064,12,13,3,Terrain,Muxtai X1,38,Pulse,47894
9065,5,1,10,Terrain,Xleph,56,Flow,49057
9066,11,22,4,Terrain,[WEN],19,Pulse,42674
9067,15,2,0,Terrain,Venmon,38,Flow,49886
9068,14,32,37,Terrain,Holo,9,Pulse,51929
9069,13,12,3,Terrain,Arc,1,Flow,41846
9070,8,11,9,Terrain,Promiselands,23,Pulse,37291
9071,14,44,26,Terrain,Exduo,53,Flow,37673
9072,14,45,3,Terrain,Shiro,49,Hyper,33243
9073,10,27,30,Terrain,[YUNA],73,Flow,49614
9074,14,44,31,Terrain,Riso,71,Flow,47396
9075,13,28,28,Terrain,Hypermage,50,Flow,44377
9076,14,13,46,Terrain,Holo,56,Flow,38920
9077,11,24,11,Terrain,[DARK],23,Flow,37468
9078,13,16,34,Terrain,Nightrose,65,Flow,48974
9079,13,2,37,Terrain,Mecha,67,Flow,36650
9080,11,5,17,Daydream,[DARK],12,Flow,42941
9081,5,15,5,Daydream,Xleph,90,Flow,52353
9082,9,1,2,Terrain,Aria,2,Flow,28221
9083,11,10,14,Terrain,[BLOOD],52,Flow,36285
9084,13,8,7,Terrain,Nightrose,32,Hyper,42624
9085,7,6,10,Terrain,Mt Zuka,48,Flow,30450
9086,11,18,15,Terrain,[HOME],35,Pulse,29060
9087,14,24,42,Terrain,Riso,61,Pulse,42244
9088,3,3,5,Terrain,Kairo,31,Pulse,23723
9089,7,13,22,Terrain,Zerinia,50,Flow,50203
9090,13,5,22,Terrain,Mecha,48,Pulse,38770
9091,8,4,0,Terrain,Promiselands,52,Hyper,22732
9092,14,24,8,Terrain,Holo,62,Pulse,30396
9093,6,1,2,Terrain,Angel,18,Pulse,49018
9094,15,5,15,Terrain,Pepo,43,Flow,29905
9095,14,46,23,Terrain,Riso,37,Flow,21065
9096,14,34,5,Terrain,Warp,70,Pulse,37493
9097,14,33,5,Terrain,Radiant,67,Pulse,21549
9098,13,24,40,Terrain,Arc,48,Hyper,47069
9099,6,16,1,Terrain,Toad,34,Hyper,51364
9100,14,30,20,Terrain,Warp,48,Flow,35624
9101,11,28,14,Terrain,[WEN],84,Flow,42816
9102,13,32,25,Terrain,Hypermage,32,Flow,47830
9103,9,5,13,Terrain,Wastelands,7,Pulse,24763
9104,14,16,34,Terrain,Exduo,52,Hyper,25669
9105,14,7,24,Terrain,Shiro,70,Pulse,46907
9106,6,4,23,Terrain,Ender,50,Flow,52735
9107,13,14,35,Terrain,Mecha,3,Flow,39912
9108,6,18,21,Terrain,Ender,19,Flow,43984
9109,7,21,13,Terrain,Intro Forest,49,Flow,43046
9110,14,21,8,Terrain,Holo,46,Flow,53503
9111,10,11,31,Terrain,[SEP],11,Hyper,51160
9112,13,28,29,Terrain,Hypermage,6,Hyper,36733
9113,13,15,11,Terrain,Hypermage,42,Flow,33472
9114,14,9,30,Terrain,Riso,44,Hyper,40399
9115,9,10,6,Terrain,Dhampir,84,Hyper,21621
9116,14,45,37,Terrain,Mirage,29,Flow,39190
9117,7,5,13,Terrain,Mt Zuka,33,Pulse,35103
9118,12,0,12,Terrain,Muxtai X1,24,Pulse,42620
9119,7,10,2,Terrain,Mt Zuka,47,Flow,29284
9120,13,26,4,Terrain,Mecha,23,Flow,23890
9121,12,3,0,Terrain,Palace,24,Pulse,18245
9122,13,18,47,Terrain,Arc,64,Pulse,38834
9123,11,18,28,Terrain,[WEN],64,Flow,52460
9124,7,14,19,Terrain,Mt Zuka,44,Flow,53940
9125,9,13,14,Terrain,Dhampir,1,Flow,45490
9126,2,7,6,Terrain,Kairo,48,Pulse,47402
9127,8,16,9,Terrain,Akileaf,30,Flow,44396
9128,10,29,14,Terrain,[NEON],8,Pulse,50416
9129,13,29,4,Terrain,Mecha,33,Pulse,40138
9130,16,5,11,Terrain,Uwo,43,Flow,38417
9131,8,5,5,Terrain,Everglades,29,Hyper,52232
9132,13,41,37,Terrain,Killscreen,67,Flow,47811
9133,6,10,2,Terrain,Ender,24,Pulse,17304
9134,10,5,29,Terrain,[SEP],87,Flow,31344
